text,type,label,tag_a,tag_b
晋级后的线下比赛是不是还要重新抽签？万一时间冲突，我们线上比了也是白比。,诗词、讲好中国故事,0,1,1
线上复选的结果什么时候出？会不会等我们没时间规划线下行程了才通知？,诗词、讲好中国故事,0,1,1
往年有没有那种线上晋级了但不去线下的先例？会不会被主办方拉黑？,诗词、讲好中国故事,0,1,1
线下比赛的流程是不是很复杂？如果需要待好几天，我们没那个耐心。,诗词、讲好中国故事,0,1,1
线上复选如果不参加，会不会影响孩子在机构现在的分班或者排课？,诗词、讲好中国故事,0,1,1
既然是线上，家里没有专业的背景和灯光，会不会很吃亏？,诗词、讲好中国故事,0,1,1
晋级线下后，费用能不能只交孩子的，家长陪同进去看要不要买票？,诗词、讲好中国故事,0,1,1
线上复选的作品会公开展示吗？如果会，我们怕泄露隐私就不传了。,诗词、讲好中国故事,0,1,1
孩子最近状态不好，如果线上复选表现很差，是不是就直接不用操心线下的事了？,诗词、讲好中国故事,0,1,1
既然不去线下，那线上复选能不能不要告诉孩子是比赛，就说是个作业任务？,诗词、讲好中国故事,0,1,1
线下收费是一次性的吗？会不会到了现场还要交什么参赛保证金？,诗词、讲好中国故事,0,1,1
线上复选是否很麻烦。太麻烦不参加了,诗词、讲好中国故事,0,1,1
主办方是不是就是想通过线上免费把人圈进去，再割线下的韭菜？,诗词、讲好中国故事,0,1,1
如果我们线上复选过了，能不能只拿个线上的晋级通知，不去现场比？,诗词、讲好中国故事,0,1,1
线下比赛如果是在疫区或者偏远地方，我们肯定不去，那线上还有必要比吗？,诗词、讲好中国故事,0,1,1
线上复选的评委是谁？是机器筛选还是人工看？如果人工看，我们不想露脸。,诗词、讲好中国故事,0,1,1
我们单纯不想花钱，线上复选能不能作为给孩子的一个阶段性测试？,诗词、讲好中国故事,0,1,1
线下比赛要是孩子比砸了，这钱是不是就打水漂了？风险太大，线上试试水还行。,诗词、讲好中国故事,0,1,1
参加线上复选需要缴费押金吗？比完会不会退？,诗词、讲好中国故事,0,1,1
如果线上复选晋级了不去线下，会不会对孩子在学校的评优有负面影响？,诗词、讲好中国故事,0,1,1
线下比赛是不是需要统一的服装道具？如果要另外买，我们就不考虑后续了。,诗词、讲好中国故事,0,1,1
线上复选能不能只录音频？孩子不想露脸视频。,诗词、讲好中国故事,0,1,1
既然决定不去线下，我们参加线上复选是不是在浪费时间？,诗词、讲好中国故事,0,1,1
线下比赛的分组是怎么分的？会不会让线上晋级的和线下的种子选手分在一起？,诗词、讲好中国故事,0,1,1
我们工作太忙没时间陪孩子，能不能直接放弃线上复选？,诗词、讲好中国故事,0,1,1
晋级线下的比例大概是多少？如果很容易进，我们就不凑这个热闹了。,诗词、讲好中国故事,0,1,1
线上复选如果网络卡顿或者上传失败，会不会有补考机会？,诗词、讲好中国故事,0,1,1
既然是线上免费，是不是很多人都会报？竞争会不会很水？,诗词、讲好中国故事,0,1,1
如果我们线上比完了，晋级通知来了我们直接无视，会有什么后果吗？,诗词、讲好中国故事,0,1,1
能不能直接告诉老师我们不去线下，连线上复选的环节也帮我们省了？,诗词、讲好中国故事,0,1,1
线上复选有没有独立的证书或奖项？还是说必须晋级付费环节才有结果？,诗词、讲好中国故事,0,1,1
请问这次活动具体是什么时间呀？,诗词、讲好中国故事,0,1,1
想了解一下活动开始和结束的时间。,诗词、讲好中国故事,0,1,1
麻烦问一下，活动是哪天开始呢？,诗词、讲好中国故事,0,1,1
请问活动一共持续几天？每天几点到几点？,诗词、讲好中国故事,0,1,1
想知道活动的具体安排时间。,诗词、讲好中国故事,0,1,1
请问报名后，什么时候开始参加活动？,诗词、讲好中国故事,0,1,1
麻烦告知一下活动的准确时间可以吗？,诗词、讲好中国故事,0,1,1
想咨询一下本次活动的时间安排。,诗词、讲好中国故事,0,1,1
请问活动是上午还是下午，几点开始？,诗词、讲好中国故事,0,1,1
想问问活动日期定在什么时候？,诗词、讲好中国故事,0,1,1
请问活动有没有固定的时间段？,诗词、讲好中国故事,0,1,1
麻烦问下活动开始时间和截止时间。,诗词、讲好中国故事,0,1,1
想了解一下活动是全天还是只有半天？,诗词、讲好中国故事,0,1,1
请问活动具体在几月几日举行？,诗词、讲好中国故事,0,1,1
想知道活动每天的上课 / 参与时间。,诗词、讲好中国故事,0,1,1
请问活动时间可以发我一下吗？,诗词、讲好中国故事,0,1,1
麻烦告知一下活动的详细时间安排。,诗词、讲好中国故事,0,1,1
想咨询活动是周末还是工作日进行？,诗词、讲好中国故事,0,1,1
请问活动开始后，每天几点到几点？,诗词、讲好中国故事,0,1,1
想问问最晚什么时候可以参加活动？,诗词、讲好中国故事,0,1,1
请问活动时间有没有调整？最新时间是？,诗词、讲好中国故事,0,1,1
麻烦问一下活动总共多长时间？,诗词、讲好中国故事,0,1,1
想了解一下活动的具体时段。,诗词、讲好中国故事,0,1,1
请问活动是早上几点开始，几点结束？,诗词、讲好中国故事,0,1,1
想知道活动日期和具体时间。,诗词、讲好中国故事,0,1,1
麻烦发一下本次活动的时间安排表。,诗词、讲好中国故事,0,1,1
请问活动是固定时间还是可以自选？,诗词、讲好中国故事,0,1,1
想咨询一下活动开始的具体时间。,诗词、讲好中国故事,0,1,1
请问活动什么时候开始，什么时候截止报名？,诗词、讲好中国故事,0,1,1
麻烦问下，活动时间确定了吗？,诗词、讲好中国故事,0,1,1
报名后孩子能享受到哪些权益？,诗词、讲好中国故事,0,1,1
请问报名这个活动有什么福利吗？,诗词、讲好中国故事,0,1,1
想了解一下报名成功后有哪些专属权益。,诗词、讲好中国故事,0,1,1
报名后具体包含哪些服务内容？,诗词、讲好中国故事,0,1,1
现在报名有什么特别的优惠或权益吗？,诗词、讲好中国故事,0,1,1
请问报名后都包含哪些学习资源？,诗词、讲好中国故事,0,1,1
想知道报名成功后能获得什么？,诗词、讲好中国故事,0,1,1
报名这个活动，孩子能得到哪些支持？,诗词、讲好中国故事,0,1,1
报名后有哪些增值服务？,诗词、讲好中国故事,0,1,1
请问报名权益具体有哪些？,诗词、讲好中国故事,0,1,1
现在报名和不报名有什么区别？,诗词、讲好中国故事,0,1,1
报名后有没有专属指导或辅导？,诗词、讲好中国故事,0,1,1
想了解报名后的权益详情。,诗词、讲好中国故事,0,1,1
报名后会提供哪些配套服务？,诗词、讲好中国故事,0,1,1
请问报名后有课程礼包或资料吗？,诗词、讲好中国故事,0,1,1
报名成功后有哪些特权？,诗词、讲好中国故事,0,1,1
想问问报名后能享受什么服务？,诗词、讲好中国故事,0,1,1
报名后有没有额外的福利赠送？,诗词、讲好中国故事,0,1,1
报名后老师会提供哪些帮助？,诗词、讲好中国故事,0,1,1
请问报名权益是长期有效吗？,诗词、讲好中国故事,0,1,1
报名后可以享受哪些优先服务？,诗词、讲好中国故事,0,1,1
想知道报名后具体包含哪些内容。,诗词、讲好中国故事,0,1,1
现在报名有什么专属福利吗？,诗词、讲好中国故事,0,1,1
报名后孩子能参与哪些特色活动？,诗词、讲好中国故事,0,1,1
请问报名后权益怎么使用？,诗词、讲好中国故事,0,1,1
想了解报名后的完整权益清单。,诗词、讲好中国故事,0,1,1
报名后有没有一对一指导？,诗词、讲好中国故事,0,1,1
报名成功后有什么特别待遇？,诗词、讲好中国故事,0,1,1
请问报名后包含哪些学习保障？,诗词、讲好中国故事,0,1,1
想确认一下报名后具体能享受到什么。,诗词、讲好中国故事,0,1,1
活动主办方是谁？,诗词、讲好中国故事,0,1,1
如何保证活动公平公正？,诗词、讲好中国故事,0,1,1
活动是否符合教育部门相关规定？,诗词、讲好中国故事,0,1,1
活动流程是什么？,诗词、讲好中国故事,0,1,1
活动分不分年龄段 / 年级组？难度是否合适？,诗词、讲好中国故事,0,1,1
整个活动要参加多久，会不会耽误学习？,诗词、讲好中国故事,0,1,1
活动的题型是什么？,诗词、讲好中国故事,0,1,1
飞花令是抢答还是老师制定选手作答？,诗词、讲好中国故事,0,1,1
活动的晋级率是多少？,诗词、讲好中国故事,0,1,1
活动的入口是在哪里？,诗词、讲好中国故事,0,1,1
活动报名后没有 添加伴学老师，是否报名成功,诗词、讲好中国故事,0,1,1
- 家长需下载出口成章APP才能完成报名吗？不下载APP能否通过其他渠道（如小程序、网页）报名？,诗词、讲好中国故事,0,1,1
如何查看自己的报名信息？,诗词、讲好中国故事,0,1,1
“出口成章”客户端注册时，年级选择错误，能否修改？修改后会影响之前的诵读练习数据吗？,诗词、讲好中国故事,0,1,1
积分、勋章盲盒、平台会员等奖励有使用期限吗？,诗词、讲好中国故事,0,1,1
初选环节的诗词闯关具体什么时候开启？,诗词、讲好中国故事,0,1,1
超过初选时间未完成会失去资格吗？,诗词、讲好中国故事,0,1,1
诗词闯关共5关，每一关的题型是什么？难度是否会逐步提升？,诗词、讲好中国故事,0,1,1
初选诗词闯关只有2次机会，若两次都未通过，还能再次参与初选吗？,诗词、讲好中国故事,0,1,1
孩子在诵读练习或诗词闯关时，系统出现卡顿、闪退，该如何处理？之前的练习或答题进度会保存吗？,诗词、讲好中国故事,0,1,1
初选环节是否有具体的分数要求？还是只要通过5关就视为完成初选？,诗词、讲好中国故事,0,1,1
孩子是五四制学制，年级选项与实际学制不符，需要修改吗？会影响参赛吗？,诗词、讲好中国故事,0,1,1
家里有两个孩子都想参与，能否用同一个手机号注册？还是需要分别注册？,诗词、讲好中国故事,0,1,1
诵读在app哪里可以练习？,诗词、讲好中国故事,0,1,1
诵读有评分吗？评分标准是什么？,诗词、讲好中国故事,0,1,1
必须每天都练吗？,诗词、讲好中国故事,0,1,1
答错会扣分吗？时间有限制吗？,诗词、讲好中国故事,0,1,1
手机 / 平板都能用吗？,诗词、讲好中国故事,0,1,1
活动是否有合作支持单位（如中华书局、读者传媒）的专属福利，供参赛孩子及家长享受？,诗词、讲好中国故事,0,1,1
后面还有场次可以补考吗,诗词、讲好中国故事,0,1,1
孩子诗词积累量不多能参与吗？,诗词、讲好中国故事,0,1,1
活动的报名截止时间是什么？,诗词、讲好中国故事,0,1,1
报名这个活动还有什么额外的权益权益吗？,诗词、讲好中国故事,0,1,1
有往届真题可以练习吗？,诗词、讲好中国故事,0,1,1
这个证书盖的是哪里的章？,诗词、讲好中国故事,0,1,1
这个活动是和学校合作的吗？,诗词、讲好中国故事,0,1,1
有纸质的练习题吗？,诗词、讲好中国故事,0,1,1
出口成章承办本次活动，会不会全程主导活动流程？,诗词、讲好中国故事,0,1,1
活动结束后，出口成章会把孩子的参赛作品（诵读、答题记录）整理保存吗？,诗词、讲好中国故事,0,1,1
活动结束后，出口成章会把孩子的参赛作品（诵读、答题记录）家长能自行下载留存吗？,诗词、讲好中国故事,0,1,1
出口成章作为承办方，能给参赛孩子提供专属的诗词学习特权吗？,诗词、讲好中国故事,0,1,1
活动的整体时长大概多久？,诗词、讲好中国故事,0,1,1
老人帮忙给孩子报名，不熟悉APP操作，出口成章有简易报名指引吗？,诗词、讲好中国故事,1,1,1
有没有人工客服可以指导？,诗词、讲好中国故事,0,1,1
若孩子中途放弃参赛，家长能在APP上自行操作取消报名吗？,诗词、讲好中国故事,0,1,1
出口成章APP的备赛板块，家长能跟着一起学习，辅助孩子备赛吗？,诗词、讲好中国故事,0,1,1
能不能根据孩子的薄弱点，推荐针对性的练习内容？,诗词、讲好中国故事,0,1,1
参与线上答题时，若不小心退出，之前的答题记录会保存吗？,诗词、讲好中国故事,0,1,1
报名时选择的年级组别，后续还能更改吗？,诗词、讲好中国故事,0,1,1
报名成功后，会给孩子分配专属的参赛编号吗？,诗词、讲好中国故事,0,1,1
跨地区报名的孩子，后续线下展演需要到指定城市，出口成章会提供交通、住宿的参考建议吗？,诗词、讲好中国故事,0,1,1
活动结束后，出口成章会组织获奖孩子的线下交流活动吗？,诗词、讲好中国故事,0,1,1
备赛的诗词、诵读素材，出口成章APP会提供拼音标注、释义解读吗？,诗词、讲好中国故事,0,1,1
晋级后还有后续的比拼环节吗？,诗词、讲好中国故事,0,1,1
报名成功后，能否更改直播场次？,诗词、讲好中国故事,0,1,1
怎么参与直播答题？,诗词、讲好中国故事,0,1,1
直播比拼前，会有模拟练习的机会吗？以便孩子熟悉直播答题流程。,诗词、讲好中国故事,0,1,1
报名诗词冲顶需要缴纳费用吗？,诗词、讲好中国故事,0,1,1
本次活动全程都是公益性质，不会产生任何费用对吗？,诗词、讲好中国故事,0,1,1
直播答题时，网络出现问题导致中途退出，能否重新进入直播间继续比拼？,诗词、讲好中国故事,0,1,1
孩子初选通过但诗词冲顶未晋级，会获得什么荣誉证明吗？,诗词、讲好中国故事,0,1,1
能否查询孩子诗词冲顶的具体成绩和错题情况？,诗词、讲好中国故事,0,1,1
孩子对诗词冲顶的比拼结果有异议，该如何反馈？反馈渠道是什么？,诗词、讲好中国故事,0,1,1
晋级后的报名是收费的吗？,诗词、讲好中国故事,0,1,1
诗词冲顶晋级后，会获得什么荣誉证明？,诗词、讲好中国故事,0,1,1
我能把我的晋级名额让其他人我不参与了行吗？,诗词、讲好中国故事,0,1,1
城市擂台赛没成功晋级有证书吗？,诗词、讲好中国故事,0,1,1
活动邀请的专家、名师是否会与所有参赛孩子互动？,诗词、讲好中国故事,0,1,1
活动邀请的专家、名师与孩子互动形式是什么？,诗词、讲好中国故事,0,1,1
活动的举办时间是什么时候？,诗词、讲好中国故事,0,1,1
活动持续多久？,诗词、讲好中国故事,0,1,1
这次活动的主办方是谁？,诗词、讲好中国故事,0,1,1
活动的官方网站或公众号是什么？,诗词、讲好中国故事,0,1,1
活动面向哪些人群？有年龄限制吗？,诗词、讲好中国故事,0,1,1
这是第几届全国活动？,诗词、讲好中国故事,0,1,1
活动的宗旨和目标是什么？,诗词、讲好中国故事,0,1,1
有没有活动的宣传海报或详细介绍？,诗词、讲好中国故事,0,1,1
活动会在哪些城市举办线下部分？,诗词、讲好中国故事,0,1,1
活动的规模大概是怎样的？预计有多少人参与？,诗词、讲好中国故事,0,1,1
有没有知名的诗词专家或嘉宾参与？,诗词、讲好中国故事,0,1,1
活动是否有媒体报道或直播？,诗词、讲好中国故事,0,1,1
往届活动的情况如何？有成功案例吗？,诗词、讲好中国故事,0,1,1
活动是否得到了官方机构的支持？,诗词、讲好中国故事,0,1,1
活动的联系方式是什么？,诗词、讲好中国故事,0,1,1
活动的logo或标识在哪里可以看到？,诗词、讲好中国故事,0,1,1
活动的赞助商有哪些？,诗词、讲好中国故事,0,1,1
活动是否有年龄分组？,诗词、讲好中国故事,0,1,1
活动的语言要求是什么？必须使用普通话吗？,诗词、讲好中国故事,0,1,1
线上参与的具体方式是什么？,诗词、讲好中国故事,0,1,1
线上参与需要下载什么APP或软件吗？,诗词、讲好中国故事,0,1,1
线上参与有什么技术要求？需要什么设备？,诗词、讲好中国故事,0,1,1
线上参与的报名截止时间是什么时候？,诗词、讲好中国故事,0,1,1
线上参与需要缴纳费用吗？,诗词、讲好中国故事,0,1,1
线上参与的流程是怎样的？,诗词、讲好中国故事,0,1,1
线上比赛的题目类型有哪些？,诗词、讲好中国故事,0,1,1
线上比赛的时间安排是怎样的？,诗词、讲好中国故事,0,1,1
线上参与如何提交作品？,诗词、讲好中国故事,0,1,1
线上参与的评分标准是什么？,诗词、讲好中国故事,0,1,1
线上参与的结果什么时候公布？,诗词、讲好中国故事,0,1,1
线上参与是否有练习或模拟环节？,诗词、讲好中国故事,0,1,1
线上参与遇到技术问题怎么办？,诗词、讲好中国故事,0,1,1
线上参与是否有地域限制？,诗词、讲好中国故事,0,1,1
线上参与的作品格式有什么要求？,诗词、讲好中国故事,0,1,1
线上参与是否可以重复提交作品？,诗词、讲好中国故事,0,1,1
线上参与的网络环境有什么要求？,诗词、讲好中国故事,0,1,1
线上参与是否需要实名认证？,诗词、讲好中国故事,0,1,1
线上参与的题目难度如何？,诗词、讲好中国故事,0,1,1
线上参与是否有题库可以参考？,诗词、讲好中国故事,0,1,1
线上参与的界面是什么语言的？,诗词、讲好中国故事,0,1,1
线上参与是否支持多人同时登录？,诗词、讲好中国故事,0,1,1
线上参与的作品是否会公开展示？,诗词、讲好中国故事,0,1,1
线上参与的证书如何领取？,诗词、讲好中国故事,0,1,1
线上参与是否有直播环节？,诗词、讲好中国故事,0,1,1
线上参与的互动方式有哪些？,诗词、讲好中国故事,0,1,1
线上参与是否有答疑环节？,诗词、讲好中国故事,0,1,1
线上参与的评分过程是否透明？,诗词、讲好中国故事,0,1,1
线上参与是否可以查看他人作品？,诗词、讲好中国故事,0,1,1
线上参与的获奖名单在哪里公布？,诗词、讲好中国故事,0,1,1
比赛的具体规则是什么？,诗词、讲好中国故事,0,1,1
比赛的题目来源是什么？,诗词、讲好中国故事,0,1,1
比赛是否有时间限制？,诗词、讲好中国故事,0,1,1
比赛是否允许使用参考资料？,诗词、讲好中国故事,0,1,1
比赛的评分标准具体是什么？,诗词、讲好中国故事,0,1,1
比赛是否有晋级机制？如何晋级？,诗词、讲好中国故事,0,1,1
比赛的题型有哪些？（选择题、填空题、创作题等）,诗词、讲好中国故事,0,1,1
比赛是否有复赛和决赛？,诗词、讲好中国故事,0,1,1
比赛是否允许携带电子设备？,诗词、讲好中国故事,0,1,1
比赛的难度级别如何划分？,诗词、讲好中国故事,0,1,1
比赛是否有题库范围？,诗词、讲好中国故事,0,1,1
比赛的评分过程是怎样的？,诗词、讲好中国故事,0,1,1
比赛是否有即兴创作环节？,诗词、讲好中国故事,0,1,1
比赛是否有朗诵环节？,诗词、讲好中国故事,0,1,1
比赛是否需要背诵诗词？,诗词、讲好中国故事,0,1,1
比赛的创作题目是现场公布吗？,诗词、讲好中国故事,0,1,1
比赛是否允许修改答案？,诗词、讲好中国故事,0,1,1
比赛的评判老师有哪些？,诗词、讲好中国故事,0,1,1
比赛是否有观众投票环节？,诗词、讲好中国故事,0,1,1
比赛是否有复活机制？,诗词、讲好中国故事,0,1,1
比赛的争议处理机制是什么？,诗词、讲好中国故事,0,1,1
比赛是否有年龄分组比赛？,诗词、讲好中国故事,0,1,1
比赛是否有团队赛环节？,诗词、讲好中国故事,0,1,1
比赛的题目是否会提前公布？,诗词、讲好中国故事,0,1,1
比赛是否有表演环节？,诗词、讲好中国故事,0,1,1
比赛的时间安排是否紧凑？,诗词、讲好中国故事,0,1,1
比赛是否有休息时间？,诗词、讲好中国故事,0,1,1
比赛是否允许迟到？,诗词、讲好中国故事,0,1,1
比赛是否有补赛机会？,诗词、讲好中国故事,0,1,1
比赛的规则是否会在赛前公布？,诗词、讲好中国故事,0,1,1
比赛设置了哪些奖项？,诗词、讲好中国故事,0,1,1
请问怎么修改孩子的活动场次？,诗词、讲好中国故事,0,1,1
想了解一下可以更换活动时间吗？,诗词、讲好中国故事,0,1,1
麻烦问一下如何调整参赛场次？,诗词、讲好中国故事,0,1,1
已经选好的场次还能改吗？,诗词、讲好中国故事,0,1,1
请问场次修改入口在哪里？,诗词、讲好中国故事,0,1,1
想知道能不能换一个场次参加？,诗词、讲好中国故事,0,1,1
场次选错了，该怎么重新修改？,诗词、讲好中国故事,0,1,1
错过修改时间还能补改场次吗？,诗词、讲好中国故事,0,1,1
可以帮我把孩子的场次调整一下吗？,诗词、讲好中国故事,0,1,1
想咨询一下场次更换流程。,诗词、讲好中国故事,0,1,1
请问场次修改截止到什么时候？,诗词、讲好中国故事,0,1,1
已经提交的场次还能重新选吗？,诗词、讲好中国故事,0,1,1
怎么操作才能更改活动场次？,诗词、讲好中国故事,0,1,1
请问场次可以免费修改吗？,诗词、讲好中国故事,0,1,1
如何把场次换到另一天？,诗词、讲好中国故事,0,1,1
孩子时间冲突，能改场次吗？,诗词、讲好中国故事,0,1,1
请问修改场次是自己操作还是找老师？,诗词、讲好中国故事,0,1,1
想确认一下场次是否支持调整。,诗词、讲好中国故事,0,1,1
场次可以从上午改成下午吗？,诗词、讲好中国故事,0,1,1
请问所有场次都可以随便换吗？,诗词、讲好中国故事,0,1,1
能不能帮忙直接修改场次？,诗词、讲好中国故事,0,1,1
想了解改场次的具体步骤。,诗词、讲好中国故事,0,1,1
场次满了还能调进去吗？,诗词、讲好中国故事,0,1,1
请问复选需要准备两个设备吗？,诗词、讲好中国故事,0,1,1
想了解复选参与流程，必须用两台手机吗？,诗词、讲好中国故事,0,1,1
复选是线上还是线下？对设备有什么要求？,诗词、讲好中国故事,0,1,1
想知道复选对网络有什么要求？,诗词、讲好中国故事,0,1,1
复选可以用平板代替手机吗？,诗词、讲好中国故事,0,1,1
想了解复选的具体参与步骤。,诗词、讲好中国故事,0,1,1
想知道复选具体怎么操作，需要什么设备？,诗词、讲好中国故事,0,1,1
没有两个设备可以正常参加复选吗？,诗词、讲好中国故事,0,1,1
请问复选对设备有什么规定？,诗词、讲好中国故事,0,1,1
复选可以只用一部手机吗？,诗词、讲好中国故事,0,1,1
参加复选需要提前准备哪些东西？,诗词、讲好中国故事,0,1,1
两个设备是手机 + 电脑，还是两部手机？,诗词、讲好中国故事,0,1,1
请问复选是直播还是录制？需要双设备吗？,诗词、讲好中国故事,0,1,1
想确认复选的双设备要求是什么意思？,诗词、讲好中国故事,0,1,1
复选什么时候开始？要怎么进入？,诗词、讲好中国故事,0,1,1
如何正确使用两个设备参加复选？,诗词、讲好中国故事,0,1,1
复选需要家长帮忙操作设备吗？,诗词、讲好中国故事,0,1,1
请问复选最晚是哪天结束？,诗词、讲好中国故事,0,1,1
想知道复选的截止日期是哪一天？,诗词、讲好中国故事,0,1,1
麻烦问一下复选最晚可以哪天参加？,诗词、讲好中国故事,0,1,1
复选必须在什么时间之前完成？,诗词、讲好中国故事,0,1,1
请问复选的最后一天是几号？,诗词、讲好中国故事,0,1,1
想了解复选最晚提交 / 参与时间。,诗词、讲好中国故事,0,1,1
复选有没有截止时间？最晚到哪天？,诗词、讲好中国故事,0,1,1
请问可以参加复选的最后日期？,诗词、讲好中国故事,0,1,1
孩子最晚要在几号完成复选？,诗词、讲好中国故事,0,1,1
想确认复选截止到几月几日几点？,诗词、讲好中国故事,0,1,1
请问复选是到哪天就不能参加了？,诗词、讲好中国故事,0,1,1
最晚什么时候还能参与复选？,诗词、讲好中国故事,0,1,1
请问复选时间到几号截止？,诗词、讲好中国故事,0,1,1
想知道复选的结束日期是哪天？,诗词、讲好中国故事,0,1,1
超过哪天就不能再参加复选了？,诗词、讲好中国故事,0,1,1
请问复选的最后参与日期？,诗词、讲好中国故事,0,1,1
复选可以拖到最晚什么时候？,诗词、讲好中国故事,0,1,1
想问问几号是参加复选的最后一天？,诗词、讲好中国故事,0,1,1
请问复选截止日期公布了吗？,诗词、讲好中国故事,0,1,1
最晚必须在几号前完成复选？,诗词、讲好中国故事,0,1,1
请问复选到哪天就关闭入口了？,诗词、讲好中国故事,0,1,1
想知道几号之后就不能报复选了？,诗词、讲好中国故事,0,1,1
请问复选参与时间最晚到哪天？,诗词、讲好中国故事,0,1,1
孩子时间紧张，最晚能哪天参加？,诗词、讲好中国故事,0,1,1
请问可以告诉我复选的截止日期吗？,诗词、讲好中国故事,0,1,1
想确认一下复选最晚参与时间。,诗词、讲好中国故事,0,1,1
请问复选的晋级率大概是多少？,诗词、讲好中国故事,0,1,1
想了解复选一般能晋级多少人？,诗词、讲好中国故事,0,1,1
复选晋级比例是多少？,诗词、讲好中国故事,0,1,1
请问参加复选的孩子大概有多少能晋级？,诗词、讲好中国故事,0,1,1
复选晋级是按比例还是按分数？,诗词、讲好中国故事,0,1,1
想知道复选晋级名额多不多？,诗词、讲好中国故事,0,1,1
复选晋级难度大吗？,诗词、讲好中国故事,0,1,1
请问复选大概刷掉多少人？,诗词、讲好中国故事,0,1,1
复选晋级有没有固定的通过率？,诗词、讲好中国故事,0,1,1
多少分以上比较容易晋级复选？,诗词、讲好中国故事,0,1,1
想了解复选晋级是看排名还是看分数线？,诗词、讲好中国故事,0,1,1
请问今年复选晋级率和去年一样吗？,诗词、讲好中国故事,0,1,1
复选每个组别的晋级率相同吗？,诗词、讲好中国故事,0,1,1
想知道复选晋级有没有最低分数要求？,诗词、讲好中国故事,0,1,1
复选是按人数比例晋级吗？,诗词、讲好中国故事,0,1,1
请问大概前多少名可以晋级？,诗词、讲好中国故事,0,1,1
复选晋级名额是固定的吗？,诗词、讲好中国故事,0,1,1
想了解复选晋级结果是怎么判定的？,诗词、讲好中国故事,0,1,1
复选没晋级的孩子占比多吗？,诗词、讲好中国故事,0,1,1
请问晋级率高不高，容易通过吗？,诗词、讲好中国故事,0,1,1
复选一般多少人里选一个晋级？,诗词、讲好中国故事,0,1,1
想知道复选晋级主要看什么？,诗词、讲好中国故事,0,1,1
请问复选成绩多少分比较稳？,诗词、讲好中国故事,0,1,1
复选晋级是看总分还是看单科？,诗词、讲好中国故事,0,1,1
想了解复选晋级有没有照顾名额？,诗词、讲好中国故事,0,1,1
请问复选晋级名单什么时候出？,诗词、讲好中国故事,0,1,1
复选分数相同会同时晋级吗？,诗词、讲好中国故事,0,1,1
想知道复选晋级后是参加什么活动？,诗词、讲好中国故事,0,1,1
复选没晋级还有其他机会吗？,诗词、讲好中国故事,0,1,1
请问全国总展演每个奖项大概有多少个名额？,诗词、讲好中国故事,1,1,1
晋级后如果获奖，会有什么具体的实物奖品或奖学金吗？,诗词、讲好中国故事,1,1,1
总展演的获奖证书是哪个机构盖章的？含金量高不高？,诗词、讲好中国故事,1,1,1
如果晋级了，我想了解一下决赛现场的评分标准是什么？,诗词、讲好中国故事,1,1,1
孩子这次晋级了，我们想问问带队老师或者学校能不能拿个优秀指导奖？,诗词、讲好中国故事,1,1,1
如果孩子在总展演拿了奖，后面还有什么更高级别的活动或者交流机会吗？,诗词、讲好中国故事,1,1,1
总展演的奖项是按分数段评一二三等奖，还是按排名评？,诗词、讲好中国故事,1,1,1
总展演现场比完，多久能查到获奖名单？,诗词、讲好中国故事,1,1,1
如果获奖了，奖品和证书是现场领，还是活动结束后邮寄给我们？,诗词、讲好中国故事,1,1,1
这次晋级后的活动有没有设置奖金？,诗词、讲好中国故事,1,1,1
如果我们晋级后，到时候因为有事赶不上现场比赛，是不是就算自动弃权了？,诗词、讲好中国故事,1,1,1
孩子的作品如果获奖了，会被编进诗集或作品集里出版吗？,诗词、讲好中国故事,1,1,1
晋级参加线下比赛时，孩子有没有机会和现场的专家评委近距离交流或者合影？,诗词、讲好中国故事,1,1,1
总展演评比的时候，会不会为了照顾各个地区，导致名额分配不均？,诗词、讲好中国故事,1,1,1
总展演的证书是有独立编号的吗？能在网上查证吗？,诗词、讲好中国故事,1,1,1
获奖信息是在公众号查，还是有专门的官网查询入口？,诗词、讲好中国故事,1,1,1
咱们这次总展演有没有什么特殊的奖项设置？,诗词、讲好中国故事,1,1,1
孩子获奖的信息会公开宣传吗？不想让孩子太高调怎么办？,诗词、讲好中国故事,1,1,1
我们孩子年纪小，晋级后会不会和高年级的一起比，有专门的低龄组奖项吗？,诗词、讲好中国故事,1,1,1
孩子要参加后续的比赛了，如果现场遇到技术问题，有没有专门的老师对接？,诗词、讲好中国故事,1,1,1
后续如果有线上直播或答题环节，对手机或网络有什么特别要求吗？,诗词、讲好中国故事,1,1,1
如果比赛当天进不去系统或者登录不上，该找谁解决？,诗词、讲好中国故事,1,1,1
我想重新设置一下参赛平台的密码，以防比赛时忘了。,诗词、讲好中国故事,1,1,1
万一比赛时系统崩溃或者卡顿了，影响孩子成绩怎么办？有补考机会吗？,诗词、讲好中国故事,1,1,1
晋级后的电子证书或者是决赛的电子凭证，我该在哪里下载保存？,诗词、讲好中国故事,1,1,1
比赛当天如果现场没有网，APP支持离线模式吗？,诗词、讲好中国故事,1,1,1
如果有作品上传环节，是现在传，还是等到现场比赛时再传？,诗词、讲好中国故事,1,1,1
我们想交晋级后的报名费，如果付款失败了怎么办？,诗词、讲好中国故事,1,1,1
后续关于比赛场次、地点的变动通知，我们在哪里第一时间能看到？,诗词、讲好中国故事,1,1,1
